ra,dec,j_m,h_m,k_m
179.987801,-44.00882,5.802,4.948,4.551
209.843832,-64.585503,5.987,4.99,4.551
55.325291,25.008175,5.335,4.766,4.551
219.219083,-60.876694,6.794,5.258,4.551
223.517949,-58.507576,7.358,5.445,4.551
194.644975,-64.4888,6.239,5.105,4.551
196.119484,-62.525295,6.102,5.061,4.551
226.544917,-60.803673,5.898,4.933,4.551
279.797345,-64.863136,5.382,4.79,4.551
273.280276,-29.016548,5.739,4.883,4.551
267.921067,-67.607315,5.42,4.787,4.551
266.640889,6.473619,5.808,4.896,4.551
279.357605,28.910675,5.814,4.944,4.551
144.519038,17.355398,5.475,4.748,4.551
270.238676,15.093498,5.189,4.7,4.551
24.837581,8.170192,5.804,4.9,4.551
53.447002,-21.632887,4.516,4.532,4.551
16.09388,35.979191,5.721,4.866,4.551
214.904413,-34.016754,5.841,4.963,4.551
277.439604,-12.886702,6.134,5.107,4.551
283.941634,22.712864,5.914,4.98,4.551
340.396555,-25.190689,5.777,4.901,4.552
227.090059,-22.097605,5.511,4.813,4.552
250.676295,-24.763832,5.853,4.969,4.552
11.959525,-10.904172,5.445,4.854,4.552
314.141948,25.014208,5.821,4.899,4.552
108.471052,-0.516489,7.311,5.749,4.552
321.591669,-20.999065,5.321,4.611,4.552
266.788587,-32.524799,7.451,5.666,4.552
53.657841,-22.145046,5.617,4.774,4.552
214.141357,32.208443,5.092,4.686,4.552
156.957489,-9.700703,5.771,4.912,4.552
82.893397,37.886581,6.18,5.014,4.552
251.466044,46.044701,5.324,4.776,4.552
312.176117,38.547688,6.382,5.126,4.552
307.487284,39.893482,6.792,5.224,4.552
294.609655,16.002529,5.947,4.969,4.552
356.056178,44.676052,5.696,4.738,4.552
310.399674,45.918182,5.756,4.887,4.552
255.706644,-20.439978,5.438,4.814,4.552
274.752016,-9.351841,7.159,5.585,4.552
320.722967,49.376907,5.368,4.746,4.552
227.115862,-39.11145,5.574,4.831,4.552
270.358375,-55.974335,5.388,4.866,4.552
247.572513,-48.669746,7.568,5.517,4.552
248.751304,-48.742123,6.6,5.143,4.552
250.949012,-48.628887,6.924,5.388,4.552
87.05518,1.708285,5.43,4.791,4.552
252.954007,79.50882,5.693,4.839,4.552
104.546404,11.432587,5.871,4.983,4.552
72.862661,-51.725548,5.144,4.77,4.552
48.684832,16.595566,5.666,4.834,4.552
335.689108,61.626438,6.338,5.103,4.552
146.330239,-61.038956,5.556,4.819,4.552
337.043248,72.247597,5.583,4.806,4.552
257.285745,-40.047981,8.781,6.019,4.552
24.830509,60.660664,5.994,4.956,4.552
283.597874,16.755243,6.005,5.077,4.552
297.665609,27.42292,6.16,5.063,4.552
259.891121,-29.338634,6.241,5.172,4.553
272.735636,-23.870844,6.407,5.134,4.553
233.838777,-23.947012,5.824,5.071,4.553
322.676255,27.497181,5.573,5.031,4.553
59.282562,21.290575,5.347,5.006,4.553
16.144026,29.726265,5.282,4.528,4.553
72.8011,25.974964,6.261,5.127,4.553
28.362415,-33.564632,5.36,4.766,4.553
1.997318,-18.684727,5.417,4.805,4.553
72.309522,-15.71809,5.456,4.759,4.553
267.289887,-25.020485,6.342,5.161,4.553
105.266619,33.108765,5.489,4.806,4.553
58.497685,-23.136976,5.137,4.752,4.553
294.513258,30.213057,5.766,4.929,4.553
308.81707,35.571304,5.935,4.931,4.553
130.357706,-35.958466,6.075,5.064,4.553
88.725075,-38.246944,5.542,4.839,4.553
335.454659,40.528572,5.761,4.876,4.553
245.394017,-44.944725,5.122,4.869,4.553
272.503505,-25.074409,6.011,4.984,4.553
292.737314,10.332089,5.967,5.016,4.553
227.61812,-57.132793,5.381,4.729,4.553
102.14696,64.349876,5.851,4.898,4.553
295.840228,4.079948,5.708,4.893,4.553
304.208315,-40.041454,5.622,4.902,4.553
180.528509,43.045639,4.711,4.841,4.553
275.031814,12.875606,5.827,4.937,4.553
288.806789,10.212432,5.216,4.678,4.553
289.042331,8.683375,6.62,5.292,4.553
248.656212,-49.36594,6.041,5.024,4.553
280.164928,-9.13104,6.511,5.223,4.553
359.269328,-52.221912,5.757,4.886,4.553
282.930802,5.305615,6.239,5.07,4.553
59.563548,-49.609993,5.276,4.846,4.553
170.265766,-65.267113,6.036,5.092,4.553
27.952232,53.885338,5.764,5.002,4.553
257.370501,-36.52737,6.487,5.3,4.553
62.947584,54.145737,6.371,5.216,4.553
78.18095,49.706245,5.828,4.884,4.553
308.108329,51.244976,5.702,4.849,4.553
229.83697,-61.449142,6.226,5.203,4.553
230.278457,-61.20911,6.105,5.11,4.553
225.82344,2.372548,5.624,4.847,4.553
56.605326,7.244248,5.364,4.829,4.553
248.802338,-32.286983,5.977,5.039,4.553
307.229112,32.234425,5.766,4.89,4.553
315.187456,15.569895,5.9,4.964,4.553
308.55504,-81.593384,5.615,4.891,4.553
59.033926,53.169479,5.633,4.903,4.553
142.363917,-16.189137,5.702,4.875,4.553
271.953364,-16.406267,6.278,5.094,4.553
111.209529,-15.801626,5.804,4.834,4.553
295.046982,-14.377935,5.678,4.802,4.553
30.062627,44.420033,5.334,4.617,4.553
81.568666,17.869381,5.861,4.834,4.553
257.452744,-35.157158,6.055,4.987,4.554
12.282453,-69.12664,5.503,4.791,4.554
112.311539,-4.541612,5.299,4.845,4.554
266.730237,-33.195946,5.864,4.923,4.554
267.32292,-32.939461,6.26,5.136,4.554
267.268542,-27.653452,6.43,5.329,4.554
104.387798,-6.428183,5.781,4.87,4.554
261.867107,-30.798414,6.846,5.396,4.554
119.780127,-11.801425,5.539,4.81,4.554
261.688601,-33.07254,6.797,5.28,4.554
100.283545,-20.151291,6.409,5.233,4.554
123.37296,-35.899529,4.861,4.848,4.554
286.932458,47.035763,5.353,4.692,4.554
137.459918,-37.655685,5.803,4.968,4.554
145.255735,-46.166084,5.45,4.792,4.554
88.486527,20.676466,5.809,4.82,4.554
285.661303,25.571535,5.807,4.865,4.554
264.775591,-4.785347,6.181,5.126,4.554
275.896124,-14.644687,6.375,5.148,4.554
111.159263,30.856548,5.634,4.805,4.554
86.774999,32.857109,6.085,5.03,4.554
96.856317,56.764236,5.636,4.794,4.554
290.907267,-15.904007,5.993,5.05,4.554
254.740024,-43.054451,6.396,5.163,4.554
280.87359,-10.478474,6.07,5.067,4.554
209.83891,-59.58009,6.069,5.083,4.554
269.659215,62.803524,5.651,4.819,4.554
335.550573,-63.854553,5.8,4.901,4.554
111.438881,4.445907,5.229,4.743,4.554
138.594789,-65.053993,5.242,4.726,4.554
80.163177,46.963783,5.237,4.674,4.554
348.352548,64.109238,5.863,4.95,4.554
31.815556,54.225094,5.91,4.969,4.554
139.19365,-84.660309,5.258,4.781,4.554
134.698771,-74.498695,5.793,4.886,4.554
236.184738,-60.724537,5.834,4.922,4.554
250.861728,-54.284676,5.558,4.776,4.554
250.68629,-54.119564,7.159,5.669,4.554
99.58322,57.191753,5.104,4.673,4.554
199.037354,-62.870499,7.416,5.479,4.554
221.264796,-49.978001,5.935,5.064,4.554
207.178614,42.337593,5.242,4.745,4.554
346.095022,-6.689737,5.391,4.779,4.554
329.571405,66.007881,5.927,4.937,4.554
292.551041,55.42271,5.117,4.683,4.554
273.359263,0.097483,6.136,5.081,4.554
3.207498,27.464787,5.737,4.858,4.554
297.390172,-1.530115,5.821,4.873,4.554
95.532076,-7.87737,6.051,5.035,4.554
207.23832,-20.748249,5.201,4.528,4.554
264.900023,-28.258942,6.421,5.129,4.555
38.923488,26.050896,5.522,4.665,4.555
90.175938,-9.646426,6.666,5.205,4.555
267.231199,-34.672516,6.216,5.111,4.555
269.050674,-28.838097,6.304,5.237,4.555
160.613671,-8.727186,5.211,4.752,4.555
108.318125,-30.337614,5.768,4.901,4.555
130.461767,-32.449234,5.826,4.961,4.555
153.892799,-35.479416,5.454,4.776,4.555
243.361997,-18.101009,5.321,4.862,4.555
258.899705,-38.593895,4.91,4.642,4.555
213.019675,-45.641911,5.779,4.913,4.555
38.255503,48.870312,5.583,4.807,4.555
347.523917,49.990665,5.215,4.708,4.555
40.577529,61.737125,5.562,4.766,4.555
308.865249,-50.329739,5.563,4.813,4.555
256.891298,-45.55677,6.525,5.171,4.555
256.733761,-46.360764,6.692,5.253,4.555
192.164288,60.319866,5.178,4.746,4.555
281.872923,-8.290702,6.195,5.192,4.555
247.460561,-51.033298,6.229,5.113,4.555
275.868917,14.416659,5.512,4.525,4.555
286.836036,5.218909,5.336,4.716,4.555
285.493852,-14.336254,5.884,4.941,4.555
35.095244,-56.784073,5.079,4.622,4.555
242.248926,-52.342079,6.106,5.008,4.555
89.459654,37.5182,5.305,4.74,4.555
157.9525,-57.194408,6.41,5.173,4.555
154.949256,-55.172787,5.976,5.115,4.555
60.991088,47.067238,5.936,4.927,4.555
208.105919,7.234331,5.654,4.925,4.555
65.229778,38.577118,5.019,4.747,4.555
71.211253,30.249712,5.969,4.976,4.555
232.633403,-60.146259,6.228,5.151,4.555
250.316677,-30.369423,5.75,4.934,4.555
119.179128,36.542309,5.251,4.708,4.555
288.895845,14.715536,5.81,4.895,4.555
326.23996,49.987385,6.086,5.015,4.555
79.71042,-18.130022,5.184,4.748,4.555
178.433631,-67.646843,5.543,4.761,4.555
324.786655,59.583557,6.477,5.192,4.555
97.295013,-14.21453,5.939,4.972,4.555
78.12489,17.213221,5.502,4.684,4.555
284.740999,18.002151,5.973,4.992,4.555
289.622482,-39.229176,5.673,4.929,4.556
80.492459,18.266424,6.246,5.217,4.556
100.28751,-5.704966,5.261,4.743,4.556
141.119288,16.22361,5.589,4.879,4.556
191.794098,15.591685,5.065,4.639,4.556
264.06047,-33.487968,5.615,4.946,4.556
267.510489,-27.809248,6.32,5.165,4.556
155.397577,-3.859373,5.362,4.746,4.556
165.853519,29.927717,5.632,4.784,4.556
78.307817,-12.941236,4.418,4.59,4.556
128.308412,-21.198315,5.771,4.935,4.556
125.355308,-37.506691,5.722,4.925,4.556
134.117311,-44.204647,6.294,5.102,4.556
337.784833,15.849806,5.445,4.811,4.556
203.979985,-26.460743,5.745,4.895,4.556
251.420426,-37.226669,6.235,5.077,4.556
274.392823,-13.774638,8.386,5.892,4.556
229.854166,-43.34354,5.718,4.975,4.556
268.716022,-14.348436,5.818,4.89,4.556
247.948137,-42.62751,6.597,5.222,4.556
29.679541,47.996536,5.53,4.749,4.556
211.392072,-42.464001,5.817,5.025,4.556
223.743373,-33.638157,5.924,4.994,4.556
4.30657,56.348698,5.863,4.879,4.556
215.375541,-51.310627,6.028,5.078,4.556
229.048704,-54.565517,6.232,5.156,4.556
318.569326,-45.782791,5.209,4.807,4.556
274.489148,21.996391,5.371,4.696,4.556
253.242065,31.701605,4.65,4.536,4.556
288.002738,0.97122,6.377,5.317,4.556
278.002705,-19.952913,5.666,4.838,4.556
265.429864,-32.780956,6.572,5.177,4.556
242.032717,-52.911083,6.302,5.119,4.556
281.822553,-5.022969,6.47,5.229,4.556
96.981513,-79.799568,5.721,4.899,4.556
99.400886,-55.34367,5.238,4.821,4.556
356.012232,56.363552,5.582,4.898,4.556
92.872006,62.609539,5.78,4.948,4.556
162.728375,-60.352375,6.118,5.096,4.556
323.695734,19.93635,5.14,4.715,4.556
184.586879,-79.312256,4.687,4.541,4.556
47.250752,9.711696,5.498,4.753,4.556
106.520973,13.985768,5.517,4.531,4.556
353.985393,69.509605,5.664,4.799,4.556
41.131372,68.284927,6.289,5.174,4.556
350.280373,60.471004,5.244,4.684,4.556
180.382778,-65.079185,7.022,5.572,4.556
220.431773,-59.912773,6.491,5.219,4.556
194.234384,-65.038071,7.126,5.523,4.556
244.365891,-39.832844,5.996,4.967,4.556
264.22466,-39.227303,6.29,5.325,4.556
262.59263,10.768259,5.248,4.787,4.556
295.89374,19.300785,6.271,5.095,4.556
318.143938,6.349748,5.66,4.853,4.556
285.328761,-23.16803,5.829,4.886,4.556
231.902084,-58.560955,5.608,4.844,4.556
203.749394,-56.859615,6.189,5.212,4.556
206.993579,-16.065012,5.482,4.89,4.556
234.226034,-15.514023,5.409,4.848,4.556
119.586695,-20.806704,5.965,5.027,4.556
73.85987,26.43952,5.922,5.064,4.557
216.060894,-33.086834,5.149,4.7,4.557
50.915412,-27.930088,5.347,4.843,4.557
101.017966,-32.096863,5.534,4.904,4.557
300.511897,35.641075,5.301,4.777,4.557
298.148073,49.475033,5.567,4.812,4.557
237.741605,-10.990809,5.522,4.813,4.557
245.539363,-7.933821,5.816,4.897,4.557
1.395514,53.171658,5.242,4.659,4.557
54.339961,45.630985,5.839,4.86,4.557
216.895751,-47.619225,5.959,5.056,4.557
250.378692,-45.606331,6.769,5.304,4.557
91.358375,63.363178,5.656,4.782,4.557
48.031382,50.961651,5.747,5.07,4.557
256.655037,-43.406605,6.405,5.156,4.557
242.215247,15.79643,5.394,4.9,4.557
247.562361,-49.480625,6.199,5.099,4.557
262.160918,-43.728519,5.822,5.009,4.557
261.42976,-47.01199,6.044,5.046,4.557
120.455903,-48.782139,5.969,5.134,4.557
118.369932,5.19057,5.782,4.925,4.557
132.095336,-65.430496,5.29,4.829,4.557
153.276577,-57.338505,7.17,5.38,4.557
171.144651,-64.328384,5.9,5.035,4.557
136.768659,60.527916,5.41,4.738,4.557
52.993276,62.81316,6.18,5.007,4.557
184.502824,-61.833221,6.493,5.161,4.557
208.097574,-66.563293,5.912,5.015,4.557
296.717141,27.295731,5.936,4.979,4.557
228.251389,49.775227,5.333,4.75,4.557
109.487802,24.696951,5.831,4.991,4.557
299.908171,44.59074,5.861,5.009,4.557
268.263532,10.495474,5.723,4.908,4.557
299.664985,26.758638,6.2,5.015,4.557
285.664896,-4.319786,6.13,5.058,4.557
309.147204,-78.189316,5.703,4.883,4.557
290.417077,16.425579,7.12,5.438,4.557
276.729667,-10.992908,6.092,5.001,4.557
182.256948,-62.229076,6.927,5.431,4.557
333.277565,14.887932,5.761,4.845,4.557
268.825949,-19.792097,6.454,5.199,4.558
288.805576,-0.467246,6.27,5.106,4.558
322.77943,25.156212,5.568,4.681,4.558
154.746913,43.181992,5.795,4.919,4.558
298.1973,28.944502,6.025,4.964,4.558
104.070433,-29.576982,5.581,4.819,4.558
110.295755,-34.255997,5.458,4.82,4.558
123.223422,-27.432777,5.813,4.933,4.558
188.918073,-65.661514,6.059,5.101,4.558
145.291218,-44.823761,5.603,4.858,4.558
247.956865,-0.042593,5.436,4.59,4.558
342.10761,36.43578,5.692,4.844,4.558
41.251368,44.139088,5.743,4.864,4.558
300.177373,-8.782745,5.839,4.937,4.558
275.655911,-12.937479,7.601,5.643,4.558
259.719953,-41.480492,6.114,5.016,4.558
248.192226,-46.382664,6.5,5.217,4.558
208.104573,-51.822704,5.59,4.859,4.558
253.078153,-45.520603,6.503,5.207,4.558
235.007001,-46.91634,5.674,4.829,4.558
215.009843,-49.559067,5.863,4.995,4.558
33.289623,61.45042,5.866,4.856,4.558
240.542827,-39.917736,5.981,4.959,4.558
310.907931,-47.727337,5.712,4.939,4.558
41.268333,-41.294788,5.475,4.804,4.558
318.555385,-40.484386,5.778,4.897,4.558
265.668319,-28.440434,7.345,5.53,4.558
241.977134,-49.336174,7.481,5.538,4.558
286.069766,7.795224,7.1,5.395,4.558
270.264319,48.465515,5.212,4.704,4.558
108.988434,8.222105,5.575,4.869,4.558
25.562983,43.021122,5.586,4.813,4.558
141.67542,-55.959393,5.462,4.832,4.558
162.447508,-56.851391,6.004,5.083,4.558
53.597723,1.39476,5.526,4.865,4.558
254.561717,-39.447601,6.908,5.35,4.558
255.768526,-41.757607,6.841,5.257,4.558
219.264194,11.208267,5.335,4.775,4.558
220.043851,-60.394775,6.52,5.171,4.558
340.411989,45.19479,5.594,4.791,4.558
282.001506,40.359596,5.64,4.809,4.558
275.757053,-61.301998,5.795,4.932,4.558
243.60467,-52.352345,6.193,5.087,4.558
265.960577,2.008221,5.579,4.83,4.558
219.194482,-56.798752,6.097,5.042,4.558
86.648503,41.716003,5.954,4.97,4.558
295.378432,22.432579,5.995,4.959,4.558
3.125166,-74.08416,5.725,4.835,4.558
44.408232,-37.525208,5.517,4.789,4.558
285.693664,-30.10618,6.029,5.136,4.559
276.203737,-32.075169,5.827,4.959,4.559
295.109353,27.758814,5.969,4.98,4.559
263.468986,-20.152683,5.758,4.881,4.559
311.036819,-0.613574,5.752,4.88,4.559
82.580689,-73.034859,5.829,4.907,4.559
100.581034,-69.31308,5.634,4.924,4.559
77.212059,-24.424728,5.634,4.883,4.559
85.16549,-20.2987,5.334,4.854,4.559
305.899336,35.572865,7.296,5.406,4.559
132.147965,-38.431461,6.118,5.057,4.559
135.309027,-45.372124,6.864,5.256,4.559
307.207673,41.371605,7.597,5.622,4.559
68.95148,18.803621,5.668,5.027,4.559
320.200267,45.78231,6.25,5.128,4.559
249.699806,-10.885933,5.878,5.049,4.559
248.538571,-46.531357,6.271,5.159,4.559
74.618612,55.879124,6.039,4.942,4.559
269.690725,-42.729973,5.506,4.642,4.559
125.646992,66.545273,5.384,4.614,4.559
6.948123,41.529156,5.645,5.026,4.559
130.178995,51.43071,5.586,4.751,4.559
187.723076,71.299889,5.137,4.686,4.559
282.40555,-10.388402,5.801,4.887,4.559
322.464442,-43.507412,5.168,4.747,4.559
287.113439,7.123104,6.527,5.167,4.559
245.517846,-49.738293,6.81,5.3,4.559
274.908015,4.090724,5.837,4.95,4.559
234.639585,65.790535,5.166,4.885,4.559
282.611026,13.944175,5.789,4.857,4.559
42.429761,-49.527172,5.73,4.9,4.559
70.363247,-82.585876,5.782,4.888,4.559
142.264847,-60.641258,5.709,4.882,4.559
164.847156,-66.40583,5.873,5,4.559
156.346177,-52.900784,6.025,5.02,4.559
163.51621,-61.150707,5.961,5.018,4.559
329.722541,55.50658,6.454,5.185,4.559
26.840606,58.143635,6.142,5.011,4.559
21.01124,67.147514,5.785,4.865,4.559
222.886897,-56.213264,6.292,5.302,4.559
223.011232,-58.546787,6.745,5.297,4.559
195.930892,-64.788971,6.103,5.151,4.559
255.072384,-64.582855,5.464,4.85,4.559
248.949904,-33.118916,6.009,5.008,4.559
133.85331,70.794144,5.431,4.72,4.559
238.086154,-66.135933,5.893,5.031,4.559
128.789062,0.362583,5.153,4.694,4.559
169.791347,-13.157374,5.753,4.902,4.559
271.936703,-15.901444,6.752,5.303,4.559
293.116701,19.229362,6.713,5.262,4.559
294.046372,18.168322,5.78,4.869,4.559
266.09494,-16.556835,6.202,5.044,4.559
278.313383,-13.493683,5.613,4.894,4.559
326.130461,14.77196,4.793,4.598,4.559
86.506689,-12.423487,5.453,4.887,4.559
284.347714,-15.832186,5.954,5.051,4.559
272.877469,-21.161215,6.26,5.157,4.56
18.345596,-67.580849,5.801,4.96,4.56
66.330786,26.283705,6.092,4.982,4.56
128.100898,-52.196728,5.608,4.85,4.56
104.602556,-14.72748,5.778,4.859,4.56
164.722516,-4.677963,5.531,4.818,4.56
120.551656,-23.898893,5.852,5.061,4.56
284.959832,-26.491655,5.966,5.085,4.56
333.090011,39.432194,5.875,5.035,4.56
218.287126,-36.025562,5.858,4.998,4.56
24.65137,38.670376,5.816,4.927,4.56
273.756287,-6.846724,6.251,5.074,4.56
271.365085,-18.716677,6.088,5.062,4.56
248.239588,-42.071869,6.251,5.099,4.56
346.217753,50.182709,5.59,4.797,4.56
227.698926,-55.580147,6.509,5.134,4.56
227.748644,-57.650963,6.417,5.169,4.56
291.208077,-44.280224,5.794,4.907,4.56
258.855047,-20.684465,6.121,5.169,4.56
6.342115,-39.260387,5.187,4.683,4.56
281.120172,1.923645,7.162,5.548,4.56
281.703457,3.963333,6.471,5.167,4.56
255.536534,-53.196404,6.026,5.048,4.56
242.979803,-50.837463,5.869,5.014,4.56
93.887166,5.125209,5.793,4.929,4.56
104.606096,-53.102013,5.583,4.92,4.56
120.219078,-60.050346,5.817,4.961,4.56
110.729484,5.52529,5.793,4.983,4.56
147.478529,-68.419426,5.15,4.781,4.56
318.056225,71.064095,6.021,4.992,4.56
157.351429,-53.25016,5.777,4.906,4.56
121.530192,5.559462,5.381,4.807,4.56
166.681731,-58.584671,5.534,4.846,4.56
7.232609,65.504189,5.816,4.883,4.56
21.264149,53.1978,5.559,4.822,4.56
284.660359,-56.912754,5.427,4.702,4.56
306.874534,7.844297,5.582,4.814,4.56
265.621086,25.800978,5.357,4.723,4.56
240.87418,-49.892372,5.808,4.929,4.56
262.409817,-50.345257,5.814,4.962,4.56
295.055774,13.052945,6.349,5.273,4.56
349.041585,3.210599,5.762,4.897,4.56
330.996646,55.279015,6.242,5.115,4.56
258.093578,4.100185,5.682,4.843,4.56
22.876699,78.459877,5.686,4.822,4.56
98.421353,-13.344255,5.722,4.831,4.56
248.795972,-75.273514,5.752,4.925,4.56
263.488703,75.217285,5.635,4.726,4.56
282.47028,-31.564617,5.91,5.112,4.56
235.513147,-21.180763,5.823,4.978,4.56
349.763631,-2.620281,5.65,4.879,4.56
194.520088,-66.727249,5.959,5.05,4.56
288.346802,22.286163,6.056,4.978,4.56
46.186219,-32.557632,5.55,4.803,4.561
306.038223,-0.567365,5.384,4.734,4.561
247.951758,-29.912453,5.848,5.027,4.561
268.373092,-22.362991,6.891,5.397,4.561
70.132101,17.38872,5.612,4.767,4.561
264.101541,-31.075783,6.739,5.353,4.561
293.634457,35.723949,5.592,4.758,4.561
123.603414,-13.03962,5.661,4.789,4.561
214.738184,42.004978,5.194,4.707,4.561
343.719823,35.211952,5.76,4.891,4.561
209.749623,-6.92518,5.239,4.864,4.561
161.27952,-31.337374,5.481,4.81,4.561
249.857514,-6.087618,5.897,4.972,4.561
179.584568,-40.947281,5.222,4.669,4.561
193.119131,-49.53101,5.9,5.105,4.561
252.858674,-42.492649,6.145,5.107,4.561
353.957538,58.532478,5.996,4.956,4.561
165.086213,42.911736,4.647,4.477,4.561
43.653253,-30.890884,5.321,4.665,4.561
276.061085,-58.52002,5.627,4.839,4.561
319.597871,-46.247791,5.407,4.738,4.561
116.548168,79.234253,5.538,4.799,4.561
7.818784,-51.649391,5.654,4.849,4.561
261.04379,-44.123737,5.588,4.846,4.561
321.759007,56.998581,6.007,4.97,4.561
133.799146,-54.965763,5.213,4.743,4.561
162.562762,-72.762444,5.805,4.902,4.561
22.769744,57.219933,6.064,5.052,4.561
43.257756,53.239994,5.899,4.953,4.561
173.292566,-60.059868,6.592,5.404,4.561
225.563824,-74.725441,5.422,4.8,4.561
343.401548,48.773476,5.62,4.765,4.561
349.324994,64.289726,6.28,5.054,4.561
247.667494,-85.510658,5.52,4.865,4.561
209.263792,-62.668743,5.967,5.042,4.561
206.757031,-62.543598,6.58,5.241,4.561
252.126575,-61.489117,5.243,4.686,4.561
7.383539,10.387194,5.38,4.876,4.561
314.197698,1.715161,5.141,4.723,4.561
286.968965,52.101841,5.533,4.774,4.561
309.200561,22.645742,5.779,4.869,4.561
332.661516,70.132584,4.702,4.69,4.561
253.50194,10.165423,4.761,4.624,4.561
324.679008,21.824221,5.654,4.823,4.561
319.465723,13.538533,5.625,4.849,4.561
358.94317,63.075256,6.048,4.96,4.561
110.182798,-22.88287,5.934,4.95,4.561
270.444743,-17.233927,5.702,4.88,4.561
245.35926,-78.11068,5.823,4.889,4.561
54.09036,-1.568562,5.681,4.929,4.561
278.070608,-32.043465,5.786,4.92,4.562
280.117094,-21.464647,5.826,4.921,4.562
288.041311,-33.051579,5.835,4.904,4.562
264.031885,-27.104872,6.027,5.032,4.562
265.734206,-28.343624,5.949,4.923,4.562
273.969398,-3.827961,6.755,5.242,4.562
321.252126,24.424351,5.548,4.829,4.562
131.425424,-52.3451,6.563,5.303,4.562
105.150269,-28.487005,5.819,4.908,4.562
317.91561,34.201389,5.538,4.915,4.562
117.731382,-33.055931,5.408,4.78,4.562
106.797794,-40.537746,5.477,4.833,4.562
287.161872,46.276104,5.569,4.933,4.562
130.444035,-31.701141,5.897,4.967,4.562
259.838694,-2.749171,5.259,4.815,4.562
300.724195,25.195303,6.136,5.069,4.562
129.617739,-44.845894,6.353,5.204,4.562
308.437931,47.040516,5.987,4.939,4.562
72.467104,42.596367,5.888,4.901,4.562
271.124372,-19.807331,6.285,5.144,4.562
206.562848,-50.546677,5.799,4.911,4.562
236.266864,-46.312706,6.001,5.028,4.562
247.849677,-40.647835,5.606,4.844,4.562
193.591611,-58.430611,5.007,4.695,4.562
320.151159,-48.116848,7.306,5.75,4.562
247.437689,-52.377621,5.902,4.941,4.562
234.339268,-49.877243,5.902,4.945,4.562
135.754263,-63.777821,5.859,4.97,4.562
311.03928,70.909065,5.604,4.845,4.562
31.790336,77.619019,5.804,4.93,4.562
119.927532,23.182877,5.19,4.73,4.562
193.315346,-58.254276,5.624,4.912,4.562
205.870736,-65.684952,6.044,5.116,4.562
239.250019,-30.949812,5.642,4.889,4.562
120.23148,39.910252,5.366,4.77,4.562
151.759906,14.157997,5.636,4.862,4.562
298.373955,66.673637,5.998,5.087,4.562
276.657513,-9.41715,6.617,5.266,4.562
272.019057,-17.171013,6.437,5.212,4.562
110.298103,-13.628815,5.724,4.902,4.562
331.517451,-43.966236,5.224,4.737,4.562
294.271391,-54.741505,5.528,4.811,4.562
254.887361,-34.574818,6.285,5.087,4.563
262.278738,-20.084158,6.061,4.956,4.563
294.22299,-2.021307,5.889,4.997,4.563
328.085838,-8.301665,5.641,4.879,4.563
82.107082,22.742594,5.236,4.84,4.563
57.747837,-29.40086,5.38,4.795,4.563
73.622584,35.85503,6.026,4.984,4.563
80.344455,-27.949759,5.549,4.838,4.563
295.171011,31.406555,5.147,4.928,4.563
307.362174,41.678867,6.547,5.536,4.563
99.798299,-26.364937,5.747,4.883,4.563
301.272558,-11.599421,5.011,4.635,4.563
176.140867,-52.33469,5.949,5.047,4.563
275.878734,-14.299897,7.487,5.632,4.563
260.452567,-36.094978,6.569,5.217,4.563
89.774187,8.930365,5.573,4.856,4.563
327.556129,-14.95027,5.812,4.965,4.563
281.477715,-9.998896,5.455,4.914,4.563
313.247484,-52.874557,5.704,4.88,4.563
287.139235,2.502385,5.99,4.994,4.563
348.73117,-39.177921,5.456,4.806,4.563
271.798079,-23.261108,6.568,5.364,4.563
272.337492,-21.438168,6.437,5.205,4.563
94.129904,-48.942459,5.913,5.069,4.563
0.566922,36.220123,5.583,4.832,4.563
138.894887,-55.332672,5.842,4.953,4.563
355.276785,33.363091,5.554,4.805,4.563
130.630716,-47.538651,6.142,5.107,4.563
9.727682,69.860153,6.149,5.039,4.563
196.04454,-62.880936,8.163,5.746,4.563
97.35045,59.284691,5.593,4.855,4.563
216.740552,-67.316704,5.968,4.964,4.563
23.98843,57.632484,5.816,4.883,4.563
240.858682,-50.608932,6.596,5.228,4.563
317.672463,7.022482,6.052,5.137,4.563
297.272011,21.292839,6.083,5.022,4.563
336.309883,6.608905,5.775,4.893,4.563
295.746387,27.408516,5.17,4.793,4.563
211.30431,-14.857104,5.23,4.766,4.563
161.619317,-19.760618,5.282,4.813,4.563
239.189421,-13.575778,5.387,4.88,4.563
256.122425,-17.492186,5.277,4.707,4.563
266.573714,-17.551601,5.921,5.101,4.563
226.41575,-34.39724,5.653,4.877,4.564
265.840042,-28.207523,6.02,4.992,4.564
19.951114,-69.557434,5.718,4.854,4.564
91.106221,-67.388466,5.799,4.91,4.564
113.054392,-16.965673,5.428,4.905,4.564
118.238377,-25.712105,5.399,4.835,4.564
296.921438,51.109375,5.684,4.814,4.564
276.458882,-4.350793,6.476,5.171,4.564
186.866888,-35.541706,5.695,4.873,4.564
170.121107,-40.11047,5.878,5.004,4.564
100.358547,-46.88538,5.839,5.013,4.564
78.334973,41.934856,5.518,4.751,4.564
276.249498,-7.87205,6.656,5.224,4.564
227.248786,-36.432602,5.295,4.748,4.564
244.877399,-47.390373,6.5,5.199,4.564
244.888068,-42.276882,5.86,4.971,4.564
251.840869,-44.711952,5.553,4.832,4.564
