ra,dec,j_m,h_m,k_m
88.792856,7.407109,-2.989,-4.007,-4.378
69.189357,-62.077198,-2.652,-3.732,-4.227
247.35182,-26.431938,-2.85,-3.725,-4.1
258.661911,14.390372,-2.302,-3.224,-3.511
340.666803,-46.884556,-1.973,-2.97,-3.324
187.791408,-57.113186,-1.994,-2.985,-3.258
207.258307,-28.367624,-1.737,-2.689,-3.215
68.980174,16.509201,-2.095,-2.775,-3.044
213.915334,19.182194,-2.252,-2.81,-2.911
202.428217,-23.280968,-1.314,-2.235,-2.663
345.943512,28.082781,-1.432,-2.129,-2.379
335.68522,-45.947891,-0.715,-1.882,-2.351
108.384543,-44.639828,-1.063,-1.873,-2.308
146.889538,11.428794,-0.72,-1.755,-2.292
34.836726,-2.977594,-0.732,-1.574,-2.213
247.160503,41.881664,-0.955,-1.85,-2.134
211.332788,-76.796776,-0.676,-1.739,-2.099
219.899707,-60.835274,-1.454,-1.886,-2.008
198.518224,-2.806959,-0.356,-1.606,-2.003
216.048478,25.704006,-0.661,-1.535,-1.931
46.294078,38.840107,-0.779,-1.675,-1.904
137.661696,30.963114,-0.71,-1.564,-1.873
95.740094,22.513628,-0.912,-1.608,-1.862
17.432979,35.620499,-0.957,-1.674,-1.846
283.833776,43.946201,-0.738,-1.575,-1.837
317.382516,68.490799,-0.496,-1.287,-1.824
45.570011,4.089621,-0.722,-1.607,-1.823
207.361445,-34.450733,-0.578,-1.501,-1.793
125.628445,-59.509468,-0.787,-1.563,-1.782
79.172432,45.997925,-1.249,-1.573,-1.735
93.719456,22.506786,-0.727,-1.515,-1.724
136.999051,-43.432552,-0.539,-1.478,-1.71
326.632727,-2.212779,-0.296,-1.373,-1.708
297.641369,32.914139,0.168,-1.101,-1.695
306.980011,-28.260984,-0.363,-1.254,-1.65
274.406802,-36.761612,-0.424,-1.394,-1.633
325.876894,58.780018,-0.326,-1.264,-1.62
298.808313,-59.195518,-0.2,-1.153,-1.619
355.95583,-15.284547,-0.155,-1.103,-1.605
300.436381,-59.375881,-0.213,-1.197,-1.526
301.730112,-27.224884,-0.085,-1.123,-1.523
143.060818,-62.78886,-0.363,-1.221,-1.515
184.392771,-67.960701,-0.163,-1.195,-1.5
324.010358,45.374565,-0.197,-1.143,-1.405
359.603637,51.388626,0.163,-0.849,-1.404
77.845261,-11.849058,-0.16,-1.071,-1.403
165.14102,-18.324903,0.173,-0.896,-1.403
226.017619,-25.281921,-0.321,-1.202,-1.399
101.286999,-16.715742,-1.391,-1.391,-1.39
240.663248,47.24028,-0.123,-0.921,-1.318
95.98789,-52.695599,-1.169,-1.28,-1.304
222.676495,74.155548,-0.495,-1.225,-1.287
283.626157,36.898643,-0.112,-1.039,-1.255
335.006818,-80.439667,-0.081,-0.921,-1.198
193.900793,3.397427,-0.113,-1.01,-1.189
252.166231,-69.02774,-0.35,-1.024,-1.176
243.586411,-3.694277,-0.131,-1.025,-1.173
269.151558,51.488831,-0.245,-1.034,-1.162
302.941207,-59.936832,0.347,-0.698,-1.137
141.896859,-8.658575,-0.256,-0.99,-1.127
177.163435,-35.986874,0.166,-0.791,-1.125
49.879126,-21.757898,-0.19,-0.977,-1.117
195.65822,5.185647,0.359,-0.638,-1.06
234.117459,15.101341,0.308,-0.847,-1.055
56.809415,-74.238991,0.161,-0.851,-1.025
155.582325,41.499466,-0.108,-0.906,-1.009
309.478016,18.268562,0.345,-0.774,-1.009
109.285604,-37.097507,-0.038,-0.819,-0.993
29.684683,45.435326,0.249,-0.785,-0.978
224.395891,65.932571,0.109,-0.774,-0.957
59.507396,-13.508624,0.103,-0.762,-0.953
188.726779,-67.75695,0.407,-0.637,-0.948
116.328824,28.026127,-0.315,-0.845,-0.936
58.370291,11.406016,1.715,0.075,-0.935
337.439225,-43.749126,0.242,-0.692,-0.914
83.0532,18.59428,0.393,-0.609,-0.913
43.951934,18.331625,0.23,-0.652,-0.868
30.974901,42.329754,-0.018,-0.834,-0.861
326.046448,9.875061,-0.117,-0.75,-0.86
74.24849,33.16608,-0.031,-0.676,-0.844
300.664474,-27.709867,0.392,-0.591,-0.835
165.931874,61.750954,-0.34,-0.751,-0.829
286.592697,8.229954,0.684,-0.355,-0.826
279.587986,8.834189,0.527,-0.365,-0.824
89.983801,45.936787,0.245,-0.602,-0.813
204.999138,-49.949936,0.462,-0.56,-0.809
5.44279,-20.058107,0.496,-0.482,-0.808
154.993208,19.841389,-0.179,-0.847,-0.806
31.793286,23.462421,-0.196,-0.749,-0.783
5.809463,55.792576,0.805,-0.216,-0.78
245.086581,-78.695801,0.435,-0.528,-0.775
28.41145,-46.30267,0.452,-0.504,-0.773
164.006108,6.185454,0.434,-0.449,-0.762
61.078349,-15.72509,0.833,-0.318,-0.749
191.282514,45.440262,0.989,-0.285,-0.738
187.587623,4.416397,0.544,-0.376,-0.73
296.564906,10.613217,0.276,-0.544,-0.72
159.388566,-13.384554,0.803,-0.254,-0.716
322.187191,-69.505371,0.511,-0.463,-0.713
124.14091,11.726209,0.77,-0.327,-0.705
140.080836,-49.525162,0.787,-0.227,-0.703
190.088727,55.846565,0.683,-0.367,-0.702
162.905176,-21.250071,1.649,0.207,-0.69
112.048398,45.990597,0.65,-0.376,-0.688
343.832005,-29.612299,0.753,-0.274,-0.686
158.803568,-39.562611,1.065,-0.138,-0.685
221.524722,15.131748,0.537,-0.381,-0.683
343.153528,-7.579808,0.423,-0.43,-0.668
73.13326,14.250739,0.483,-0.476,-0.662
114.82523,5.224955,-0.498,-0.666,-0.658
140.263971,34.392563,0.12,-0.578,-0.656
57.380448,65.52594,0.567,-0.422,-0.65
214.142922,-59.913631,0.652,-0.225,-0.646
246.447778,18.892456,0.858,-0.233,-0.634
254.654986,-55.990135,0.409,-0.452,-0.633
57.374936,80.322502,0.757,-0.28,-0.615
228.579923,-70.079437,1.173,-0.007,-0.613
43.469781,-49.889599,0.717,-0.112,-0.609
231.082395,-22.911037,1.001,-0.105,-0.598
149.520027,-58.861153,0.793,-0.193,-0.596
217.744226,-30.097721,0.822,-0.217,-0.594
353.367069,22.498901,0.65,-0.351,-0.585
99.136847,38.445507,1.11,-0.09,-0.582
296.846949,18.534288,0.632,-0.436,-0.561
129.973053,-17.302998,0.64,-0.289,-0.559
288.847322,-7.047325,1.534,0.238,-0.556
234.569294,24.521883,0.718,-0.257,-0.553
298.125465,22.454004,1.002,-0.203,-0.548
106.30753,-35.939869,0.674,-0.24,-0.544
237.694254,48.483078,0.743,-0.137,-0.542
222.158552,-36.634743,0.815,-0.206,-0.537
285.932295,-22.711861,0.941,-0.118,-0.521
280.729604,-19.284184,0.897,-0.164,-0.512
356.597999,3.486709,1.197,-0.015,-0.508
91.439755,-24.195501,0.796,-0.175,-0.505
82.253672,-4.692465,0.984,-0.015,-0.5
22.091362,-43.318188,0.611,-0.324,-0.497
30.111759,-8.523873,0.758,-0.178,-0.48
76.34878,1.177596,1.282,0.092,-0.47
142.805412,-57.034306,0.469,-0.35,-0.469
60.224174,-62.159245,0.671,-0.231,-0.468
254.15762,-30.580046,0.787,-0.108,-0.466
79.323681,53.58617,1.024,-0.089,-0.459
330.998028,28.348396,0.937,-0.082,-0.444
320.702548,40.932514,0.902,-0.139,-0.437
105.429752,-27.934772,0.538,-0.226,-0.421
291.137722,50.241386,1.073,0.051,-0.419
329.956563,23.940855,0.979,-0.036,-0.408
261.324841,-55.529942,0.545,-0.256,-0.404
347.381047,8.677203,0.841,-0.078,-0.402
0.490031,-6.014098,0.623,-0.238,-0.399
331.425308,35.348438,1.106,-0.092,-0.399
252.540952,-34.293205,0.422,-0.248,-0.392
70.110438,-19.671471,0.697,-0.116,-0.387
335.51044,-84.666267,1.078,-0.029,-0.383
334.625407,-60.259594,0.595,-0.204,-0.379
349.212262,-7.726598,0.846,-0.123,-0.365
116.313721,-37.968575,0.695,-0.075,-0.357
338.250303,-61.982098,0.965,-0.076,-0.344
250.732733,54.903694,1.06,-0.019,-0.316
94.478442,61.515293,0.906,-0.179,-0.313
108.342795,16.158949,0.773,-0.216,-0.312
10.126872,56.537365,0.311,-0.21,-0.303
275.248445,-29.828133,0.505,-0.156,-0.302
112.307669,-43.301506,0.599,-0.161,-0.284
297.526428,-7.614638,1.29,0.301,-0.276
10.897348,-17.986601,0.37,-0.219,-0.274
211.670717,-36.369831,0.403,-0.199,-0.274
347.808612,5.004337,1.129,0.164,-0.27
76.211837,-21.904541,1.191,0.198,-0.266
88.954836,20.175188,1.114,0.233,-0.263
177.18783,-26.749783,0.871,-0.019,-0.258
311.93429,-5.027651,0.888,-0.031,-0.257
183.303912,-34.125214,1.042,0.086,-0.242
207.85808,64.723297,0.856,-0.054,-0.24
214.934742,-36.85815,1.098,0.135,-0.236
242.560465,25.070642,1.19,0.182,-0.234
211.982371,43.85445,1.008,-0.009,-0.232
173.877991,34.867847,1.043,0.14,-0.222
316.814285,-16.422638,1.206,0.249,-0.221
147.510687,-42.020359,1.175,0.207,-0.215
279.527007,39.668365,0.885,-0.004,-0.213
311.367646,18.090078,1.026,-0.019,-0.212
174.614936,8.134302,0.965,0.034,-0.212
76.365284,-22.371054,0.68,-0.025,-0.205
129.503794,-46.904335,1.101,0.192,-0.186
140.93866,-48.866665,1.289,0.366,-0.184
293.441817,5.465695,1.21,0.167,-0.177
275.380678,-24.915241,1.221,0.125,-0.176
193.735472,47.196678,1.117,0.088,-0.176
230.34975,31.367392,1.137,0.204,-0.168
6.570812,-42.306011,0.579,-0.089,-0.166
339.657962,56.79565,1.087,0.131,-0.159
349.960439,26.278824,1.145,0.229,-0.158
230.451529,-36.261375,0.825,-0.03,-0.153
186.870217,-58.991718,1.027,0.145,-0.137
325.162701,54.324661,1.317,0.285,-0.128
112.768862,82.411423,1.01,0.043,-0.127
36.945298,-69.523926,1.266,0.3,-0.125
272.01686,-22.22407,1.744,0.55,-0.122
21.741646,-32.543282,1.973,0.695,-0.117
172.850822,69.331116,0.895,-0.049,-0.114
286.100661,-5.684888,1.884,0.626,-0.113
349.157788,-70.250999,1.212,0.278,-0.103
90.445475,-2.353751,1.148,0.195,-0.101
77.195753,-34.517033,1.175,0.256,-0.101
348.580545,-6.048857,1.088,0.169,-0.099
305.025054,68.880264,1.118,0.15,-0.08
146.392899,34.511887,1.71,0.551,-0.077
168.800952,23.095549,1.006,0.155,-0.074
259.94376,2.13954,1.295,0.293,-0.063
359.439754,25.141371,0.959,-0.003,-0.06
182.531186,-22.619719,0.84,0.05,-0.058
252.446357,-59.041298,0.992,0.144,-0.056
219.816076,32.539516,1.232,0.289,-0.052
322.249098,22.179455,1.262,0.26,-0.051
169.682181,-58.186493,1.248,0.28,-0.048
62.398609,-81.854881,1.28,0.388,-0.043
253.426763,-43.050991,1.261,0.281,-0.041
316.232743,43.927784,0.982,0.027,-0.038
247.491098,72.280319,1.406,0.309,-0.035
323.803522,78.624512,2.382,1.013,-0.029
7.002248,-11.658836,1.193,0.284,-0.027
38.369892,45.654522,1.31,0.333,-0.024
258.761878,36.809147,0.724,-0.112,-0.023
342.487139,41.051224,1.337,0.357,-0.023
315.874122,23.996313,1.268,0.247,-0.018
344.274383,-57.40115,1.297,0.374,-0.018
98.943825,-5.377076,1.336,0.359,-0.016
75.213397,56.181709,2.215,0.818,-0.013
30.661052,7.676837,1.406,0.388,-0.011
207.947828,34.444283,1.045,0.126,-0.009
311.552782,33.97023,0.641,0.104,-0.007
30.001261,-21.077797,1,0.163,-0.006
224.443997,-12.437608,1.294,0.291,-0.004
329.163211,63.625534,1.226,0.372,-0.001
312.32183,-0.563359,1.364,0.388,0.01
174.391804,-60.903206,1.194,0.321,0.027
6.981932,-33.00716,1.199,0.252,0.037
127.421461,-6.318699,1.398,0.444,0.039
122.41589,-38.174595,1.461,0.568,0.048
7.012154,17.893099,1.198,0.212,0.051
154.270723,-61.332336,0.906,0.19,0.055
133.845411,17.231291,1.569,0.489,0.063
113.449861,-14.523809,1.261,0.36,0.067
274.478499,17.981298,1.285,0.248,0.07
109.596962,38.053089,1.362,0.352,0.074
177.776904,-11.207913,1.376,0.452,0.077
79.565389,42.792091,1.241,0.278,0.081
196.594198,22.616179,1.175,0.243,0.083
237.673805,15.133596,1.325,0.394,0.089
290.425208,17.666611,1.585,0.429,0.093
65.013178,41.063911,1.481,0.424,0.095
297.695778,8.868339,0.313,0.102,0.102
347.53699,33.767784,1.347,0.365,0.104
137.110527,13.220455,1.422,0.363,0.108
310.326119,48.141361,3.096,1.273,0.117
6.00824,38.577049,2.024,0.765,0.122
221.24689,27.074244,0.65,0.128,0.122
300.013862,17.516508,1.15,0.243,0.124
312.213279,22.994066,1.333,0.326,0.125
100.983042,25.131113,0.886,0.232,0.125
330.970712,63.119915,1.277,0.365,0.128
279.234723,38.783691,-0.177,-0.029,0.129
34.387339,44.304916,1.591,0.505,0.13
131.588367,1.632234,1.539,0.522,0.132
237.18485,18.141563,1.139,0.291,0.136
74.901462,-14.806296,2.16,0.884,0.137
236.066914,6.425679,0.831,0.289,0.15
176.46483,6.529344,1.176,0.325,0.157
42.674195,55.895493,1.074,0.162,0.162
359.683836,-39.449986,1.771,0.801,0.165
193.588209,-9.539019,1.274,0.397,0.165
3.660065,-18.932871,1.311,0.418,0.17
42.082334,17.509382,1.359,0.409,0.171
161.265,-59.684471,1.658,1.073,0.171
13.407857,-62.871296,1.397,0.484,0.179
244.313928,59.755054,1.212,0.229,0.186
124.128768,9.185558,1.191,0.267,0.19
262.3109,-7.46362,1.86,0.693,0.197
269.202173,45.350777,1.459,0.366,0.198
231.229755,-2.235131,1.509,0.527,0.203
140.430346,56.699177,1.38,0.372,0.204
48.138158,-57.321568,1.653,0.604,0.206
289.560894,-50.446804,1.646,0.619,0.207
75.619564,41.075817,1.154,0.358,0.209
325.534823,45.765629,1.424,0.334,0.21
235.89005,-37.169487,1.533,0.576,0.212
78.63445,-8.201676,0.206,0.176,0.213
358.840539,48.638222,1.545,0.486,0.215
181.812066,-6.765601,1.459,0.528,0.216
271.507976,22.218838,1.112,0.282,0.221
265.828911,-57.723976,2.006,0.795,0.222
29.515706,31.134382,1.458,0.415,0.227
312.955384,-26.919043,1.262,0.415,0.23
113.980666,26.895803,1.031,0.282,0.232
283.727021,-16.525389,1.537,0.568,0.232
121.067463,-32.674767,1.363,0.512,0.233
6.776869,-6.604675,1.581,0.621,0.236
162.406149,-16.193752,1.08,0.414,0.248
203.250452,-7.194797,1.454,0.65,0.249
134.566644,10.845152,1.529,0.513,0.249
287.004685,6.307576,1.809,0.745,0.25
11.63726,15.475569,1.441,0.504,0.254
358.694229,0.109299,1.429,0.526,0.255
135.946326,38.742092,1.451,0.449,0.26
56.535596,-12.101563,1.363,0.483,0.261
109.14579,-27.881153,1.314,0.462,0.263
226.178706,-40.861263,1.482,0.581,0.263
337.382593,47.706879,1.317,0.412,0.265
97.749413,27.452106,1.477,0.53,0.267
55.538881,63.216827,1.399,0.528,0.267
242.507133,-49.236622,1.737,0.646,0.268
325.504516,35.510193,1.802,0.583,0.27
118.494592,-26.348867,1.486,0.547,0.271
321.069899,-69.733841,1.924,0.772,0.273
232.393956,78.633438,1.704,0.723,0.275
242.908444,23.494766,1.427,0.446,0.277
19.557878,57.80315,1.535,0.512,0.279
169.619775,33.094265,1.073,0.183,0.282
255.885645,-36.920486,1.871,0.87,0.286
235.903167,-1.710433,1.712,0.719,0.288
3.842802,-32.045246,1.486,0.703,0.289
278.069689,-56.617313,1.8,0.817,0.29
303.407881,46.741341,1.32,0.514,0.29
110.742948,-25.767521,2.821,1.576,0.291
51.169032,64.58593,1.436,0.508,0.295
305.410645,37.533028,2.117,0.717,0.299
280.314439,-37.484718,1.707,0.716,0.299
77.738523,-48.50705,1.676,0.752,0.3
220.305776,31.572075,1.56,0.53,0.301
278.08372,36.998753,2.325,0.942,0.304
304.277149,-21.317862,2.084,0.923,0.305
135.63622,67.629646,1.381,0.389,0.305
185.34008,-60.401123,1.226,0.483,0.305
342.39792,-13.592544,1.261,0.429,0.31
103.533122,-24.184221,1.241,0.55,0.311
167.3296,36.309345,1.3,0.389,0.317
347.27311,-30.133924,1.573,0.632,0.32
41.061495,-54.301109,1.629,0.709,0.32
234.25602,-28.135057,1.143,0.43,0.325
272.975696,31.405355,1.323,0.362,0.329
276.992683,-25.421551,1.084,0.438,0.332
233.063105,-23.880259,1.581,0.63,0.334
156.522607,-16.836266,1.216,0.506,0.334
84.635971,25.001884,1.722,0.624,0.335
205.184568,54.681667,1.361,0.501,0.336
102.484016,-50.614552,1.073,0.459,0.336
103.251249,-26.957645,1.565,0.648,0.337
332.713717,58.201157,1.231,0.425,0.343
146.631868,57.128044,1.435,0.488,0.343
336.522859,-48.438541,1.714,0.78,0.345
86.414226,20.695017,2.048,0.79,0.355
119.094626,-30.284607,1.527,0.619,0.356
140.496384,-52.564301,1.997,0.901,0.358
318.196831,60.09798,1.73,0.617,0.359
92.812352,-65.589371,1.511,0.589,0.36
41.983017,-12.460601,1.586,0.636,0.362
253.907532,-45.102913,1.805,0.888,0.362
151.886773,-53.260174,1.678,0.728,0.364
354.756021,52.262436,1.641,0.612,0.367
251.297651,-3.08489,1.638,0.692,0.368
76.891763,-63.399712,1.479,0.612,0.374
290.397757,76.559593,2.014,0.873,0.374
125.708929,43.188091,1.263,0.453,0.375
346.663235,10.543324,1.839,0.896,0.376
220.855677,26.527859,1.477,0.536,0.381
146.989193,13.278768,6.928,2.839,0.382
293.866171,-62.759121,1.71,0.767,0.384
158.867055,-78.60788,1.348,0.58,0.386
249.093662,-35.255341,1.369,0.545,0.388
126.116091,-8.520156,1.613,0.728,0.391
125.388778,4.958382,1.699,0.773,0.391
139.05029,-57.541435,1.474,0.603,0.393
292.680424,27.959661,1.125,0.464,0.394
194.107957,65.994415,2.159,0.955,0.394
176.809833,-76.617928,1.714,0.772,0.403
218.70421,-60.964222,1.714,0.718,0.404
154.167299,-51.204613,1.644,0.709,0.412
67.673675,57.41177,1.667,0.602,0.412
207.237787,39.542519,1.684,0.846,0.413
257.820938,-32.325241,1.884,1.008,0.415
318.193046,-14.392483,1.73,0.752,0.415
305.059478,-50.703156,1.739,0.794,0.418
306.491889,38.352116,2.421,1.007,0.42
94.309843,33.206375,1.729,0.696,0.424
265.896681,-32.662788,1.702,0.774,0.425
252.069402,57.813709,1.651,0.73,0.426
303.20755,49.450867,1.746,0.679,0.426
66.009211,-34.016842,1.403,0.621,0.427
202.991219,-6.255811,1.455,0.62,0.427
43.059081,-8.267037,1.686,0.725,0.429
253.645853,-42.361202,1.363,0.63,0.429
167.41581,44.498455,1.03,0.376,0.429
215.558447,29.36993,1.608,0.717,0.431
120.916752,36.344875,1.53,0.533,0.434
207.369487,15.797884,1.218,0.438,0.435
265.868129,4.567303,1.184,0.467,0.437
91.739649,-21.812265,1.577,0.696,0.44
46.639565,-6.088459,1.55,0.697,0.441
81.525384,-86.388321,1.809,0.897,0.442
323.678204,1.8291,1.685,0.759,0.444
260.9732,-46.276779,1.873,0.847,0.445
262.431955,-19.473032,2.547,1.197,0.446
292.553578,46.147778,1.695,0.611,0.447
187.527668,69.201004,1.554,0.56,0.449
132.060941,-28.638832,1.703,0.831,0.451
107.097844,-26.393169,0.771,0.537,0.453
160.88454,-60.566624,1.575,0.727,0.453
97.754612,-66.870621,1.682,0.737,0.454
351.20951,62.282768,1.578,0.614,0.455
304.902499,47.894157,2.188,1.028,0.456
37.950946,89.263977,0.795,0.46,0.456
286.735038,-27.670364,1.271,0.585,0.458
43.442608,9.335778,1.699,0.646,0.461
255.782756,14.09196,1.469,0.573,0.467
9.831993,30.861038,0.986,0.403,0.467
249.68691,48.928329,1.623,0.702,0.467
288.150218,-32.849945,2.099,1.04,0.471
199.401222,5.469968,1.625,0.766,0.473
72.805691,68.168724,2.143,1.034,0.476
306.014544,75.253746,1.842,0.829,0.477
41.937273,-59.051159,1.784,0.868,0.479
258.257982,-10.578299,2.1,0.906,0.481
249.150912,-31.234034,1.99,0.913,0.483
161.266806,67.411369,1.95,0.822,0.484
225.627787,31.683855,1.624,0.616,0.489
129.932318,-9.586963,1.764,0.853,0.49
150.053383,8.044202,1.53,0.706,0.49
260.953791,-28.479937,1.945,0.911,0.492
268.263837,-2.579393,1.723,0.791,0.499
113.179411,8.318179,1.736,0.856,0.5
164.562418,-62.867233,1.95,0.976,0.502
2.696681,32.242615,1.661,0.69,0.503
207.805548,-60.410088,1.917,0.945,0.504
349.435966,49.015255,1.615,0.539,0.506
55.450683,62.648388,2.314,1.063,0.509
246.931049,-7.597947,1.64,0.698,0.51
54.435633,-55.396255,1.755,0.865,0.51
89.228454,35.578888,1.757,0.772,0.514
242.15211,8.613169,1.713,0.798,0.519
281.50479,-19.606339,1.722,0.789,0.52
51.080677,49.861149,0.83,0.413,0.52
147.765469,-23.017363,2.255,1.124,0.521
148.858827,-41.586868,2.202,1.059,0.522
253.778174,-21.96954,1.88,0.882,0.525
235.668068,-65.924538,1.879,0.955,0.525
179.126001,57.871563,1.696,0.76,0.525
89.278121,45.509457,1.886,0.74,0.525
316.781981,-25.005836,1.514,0.724,0.527
304.098374,-36.453613,1.678,0.793,0.532
226.764562,-69.475792,1.869,0.946,0.534
311.705698,2.437556,1.821,0.915,0.534
83.686699,-73.741226,1.81,0.874,0.535
349.199633,10.599044,1.797,0.849,0.539
59.686486,-61.400227,1.578,0.727,0.54
70.136559,-14.20069,2.011,1.019,0.541
271.452006,-30.424047,1.315,0.671,0.545
102.988856,4.764611,1.849,0.921,0.551
258.665785,11.069464,1.871,0.935,0.551
168.014688,-58.423313,1.677,0.817,0.555
115.513447,14.208479,1.588,0.644,0.557
330.472789,48.727016,1.944,1.016,0.559
318.936836,-15.17148,1.688,0.813,0.561
295.517212,55.463184,1.816,0.787,0.561
101.905107,-8.99856,1.628,0.863,0.562
335.424243,-7.608341,1.848,0.876,0.564
320.03948,-45.021908,1.981,0.97,0.564
104.066673,-48.721069,1.652,0.818,0.564
289.882885,22.570713,1.83,0.879,0.565
214.247307,-16.43894,1.914,0.953,0.568
244.177051,-52.603813,1.918,0.959,0.569
214.333022,66.79422,1.803,0.828,0.572
299.974126,52.149815,1.831,0.83,0.572
292.665971,-2.788918,1.665,0.79,0.573
244.180401,-53.811058,1.727,0.813,0.575
126.682981,12.654695,1.564,0.565,0.576
96.224595,49.287868,1.702,0.768,0.577
245.997912,61.514156,1.081,0.584,0.579
57.399301,-52.079937,1.832,0.885,0.581
140.373288,-25.965471,1.525,0.727,0.585
142.930201,22.968063,1.449,0.61,0.586
331.445971,-0.319843,1.278,0.74,0.59
312.97158,47.355671,2.203,1.063,0.59
244.572851,-46.449795,1.967,0.952,0.591
309.798338,-37.929996,2.007,1.044,0.592
307.290413,16.27359,1.845,0.717,0.593
251.832286,42.238895,1.774,0.846,0.596
212.710312,-16.302002,1.651,0.814,0.598
346.751107,9.409438,1.584,0.773,0.608
3.615111,-7.780516,1.679,0.81,0.608
297.695278,37.826298,1.67,0.68,0.609
161.692475,-49.420231,1.154,0.694,0.616
267.46447,-37.043266,1.333,0.711,0.621
329.257545,-14.113382,1.912,0.977,0.624
301.115035,36.816814,2.066,1.05,0.625
319.928275,55.450047,1.851,0.841,0.626
282.583479,-7.907663,2.303,1.14,0.627
166.130736,-51.222027,2.005,1.018,0.635
171.959965,45.185223,1.753,0.789,0.637
64.566963,-20.715216,1.806,0.865,0.639
84.719723,-14.040837,2.001,1.086,0.639
307.210811,39.981777,2.117,0.964,0.64
103.547555,-12.038571,1.538,0.78,0.642
169.446281,-22.145826,1.832,0.938,0.646
263.043683,-51.074074,2.008,1.015,0.648
24.498171,48.628254,1.42,0.741,0.649
100.217574,-52.433365,1.953,1.007,0.652
350.916206,39.726948,2.05,1.127,0.653
221.965589,-79.044701,1.51,0.807,0.655
298.985162,-29.189966,2.043,1.18,0.656
293.282371,5.029324,1.887,0.958,0.659
242.116993,8.534331,1.79,0.904,0.659
53.55193,-16.164032,2.32,1.245,0.662
303.221896,66.245689,2.016,0.924,0.663
195.54416,10.959143,1.248,0.733,0.664
129.005339,-59.94075,2.247,1.266,0.666
322.487068,23.63888,1.701,0.784,0.666
328.075774,21.273176,1.827,0.83,0.667
86.55824,-23.644342,1.857,0.982,0.67
284.130832,-10.525205,1.991,1.075,0.67
231.232441,58.966034,1.293,0.724,0.671
44.232373,54.643295,2.038,0.983,0.672
120.684425,-41.302982,1.979,1.041,0.674
156.165184,-54.321964,1.899,0.976,0.674
68.548467,-8.231363,1.755,0.897,0.676
87.760155,37.305542,1.748,0.865,0.677
262.864217,-80.859207,1.823,0.932,0.679
257.577189,40.689945,1.832,0.752,0.68
342.268942,27.357998,1.94,0.955,0.681
85.260337,28.10638,2.005,0.928,0.682
153.811807,-54.478264,2.085,1.217,0.682
119.906442,-60.587082,1.794,0.964,0.682
165.557715,-41.114166,1.845,0.928,0.684
324.97593,-37.986736,2.039,1.069,0.684
159.46585,-12.020915,1.949,0.995,0.685
0.316031,60.355228,2.359,1.229,0.69
87.74003,-35.768398,1.296,0.788,0.691
255.875889,35.414047,1.737,0.793,0.692
257.102115,64.319099,1.942,1.058,0.693
309.391766,-47.291451,1.377,0.777,0.697
133.848424,5.945601,1.415,0.758,0.697
186.440564,-60.00008,2.142,1.161,0.698
199.132635,-44.704342,2.343,1.136,0.699
205.40323,-8.70308,1.717,0.891,0.701
271.919094,-29.442324,2.035,1.057,0.703
283.327,40.995159,1.806,0.869,0.706
38.945074,34.687576,1.768,0.748,0.709
126.525481,-4.900937,2.02,1.058,0.71
258.555927,-56.888515,1.944,0.97,0.71
292.176411,24.664913,1.714,0.878,0.711
108.347502,51.428684,1.813,0.837,0.712
78.653967,-0.562875,1.864,0.972,0.713
275.824593,-13.713145,2.845,1.403,0.713
308.475809,35.25087,1.645,0.864,0.713
280.520098,28.958223,2.04,1.121,0.715
92.543333,-40.353828,1.797,0.956,0.716
188.596845,-23.396776,1.183,0.749,0.719
298.980672,58.845951,1.719,0.919,0.719
26.647254,19.084566,2.016,1.012,0.722
318.335617,-70.126251,1.787,0.967,0.723
177.29911,-41.757572,2.045,1.212,0.723
305.341343,36.93211,2.345,1.143,0.724
3.650637,20.206686,1.757,0.853,0.724
36.360306,-66.493965,1.879,1.027,0.724
344.108275,49.733517,1.792,0.958,0.724
94.091664,56.734722,1.929,0.895,0.725
247.554974,21.489592,1.238,0.739,0.725
57.862615,-1.371209,2.037,1.037,0.725
240.4009,-54.143242,2.174,1.191,0.727
139.560847,-33.027576,1.971,1.081,0.728
276.902185,-12.466364,2.342,1.239,0.728
254.416997,9.37498,1.4,0.822,0.728
73.021845,63.505421,1.768,0.951,0.729
206.855725,-17.859831,1.884,1.018,0.73
168.982954,75.142929,2.151,1.043,0.732
271.697894,43.451847,1.94,1.027,0.733
138.107204,-43.777466,1.975,1.046,0.735
164.364955,74.336288,1.949,0.898,0.735
261.476561,16.917597,1.823,0.891,0.737
104.191384,-23.965368,2.022,1.129,0.738
157.219031,-64.172325,1.831,0.98,0.738
297.641707,38.722313,1.76,0.8,0.739
286.736861,7.15171,2.073,1.091,0.739
159.787703,-77.955994,2.212,1.221,0.74
323.211727,54.317375,2.349,1.194,0.741
278.848768,-19.268547,1.919,0.988,0.742
74.256511,-84.268066,2.597,1.525,0.746
293.423357,49.26231,1.971,0.966,0.747
303.059425,-11.205457,2.113,1.128,0.747
275.074689,21.96126,1.758,0.875,0.747
325.818035,38.017483,2.827,1.479,0.748
269.772158,-30.25305,1.772,0.934,0.75
211.592886,-26.682362,1.403,0.84,0.753
269.086003,-70.362251,2.159,1.24,0.754
347.919613,59.699635,2.069,1.181,0.754
262.608215,52.30143,1.351,0.796,0.756
245.9678,-22.368883,2.321,1.178,0.756
347.540588,-40.591587,1.837,0.968,0.756
105.60638,17.755516,1.846,0.92,0.756
